Name,player_id,sport,number,active,depth_chart_position,age,birth_day,status,birth_city,years_exp,depth_chart_order,height,weight,college,team,position
Michael Porter,1988,nba,1.0,True,SF,26.0,1998-06-29,ACT,,5.0,1.0,82,218,Missouri,DEN,SF
Darryl Morsell,2540,nba,,True,,25.0,1999-02-18,FA,,1.0,,77,205,Marquette,,PG
Tarik Phillip,1904,nba,,True,,31.0,1993-08-10,FA,,0.0,,75,185,West Virginia,,SG
Vincent Poirier,2060,nba,,True,,31.0,1993-10-27,FA,,1.0,,84,235,,,C
Orlando Johnson,1065,nba,,True,,35.0,1989-03-11,FA,,3.0,,77,220,UC Santa Barbara,,SG
Montrezl Harrell,1625,nba,,True,,30.0,1994-01-26,FA,,8.0,,79,240,Louisville,,C
Wilson Chandler,1477,nba,,True,,37.0,1987-05-10,FA,,12.0,,80,235,DePaul,,SF
Jacob Evans,1896,nba,,True,,27.0,1997-06-18,FA,,2.0,,76,210,Cincinnati,,SG
Keith Bogans,1290,nba,,False,,44.0,1980-05-12,RET,,11.0,,77,215,Kentucky,,SG
Jamison Battle,2831,nba,77.0,True,SF,23.0,2001-05-10,TWO-WAY,,0.0,2.0,78,220,Ohio State,TOR,PF
Zhou Qi,1806,nba,,True,,28.0,1996-01-16,FA,,1.0,,85,210,,,PF
Anthony Randolph,1467,nba,,True,,35.0,1989-07-15,FA,,6.0,,83,225,LSU,,PF
Terance Mann,2074,nba,14.0,True,SG,28.0,1996-10-18,ACT,,5.0,2.0,77,215,Florida State,LAC,SG
Larry Nance,1620,nba,22.0,True,PF,31.0,1993-01-01,ACT,,9.0,3.0,80,245,Wyoming,ATL,PF
Bryce Brown,2247,nba,,True,,27.0,1997-07-24,FA,,1.0,,75,198,Auburn,,SG
Gerald Wallace,1281,nba,,False,,42.0,1982-07-23,RET,,14.0,,79,215,Alabama,,SF
Elton Brand,1247,nba,,False,,45.0,1979-03-11,RET,,17.0,,81,254,Duke,,PF
Dwayne Sutton,2194,nba,,True,,27.0,1997-02-26,FA,,1.0,,77,220,Louisville,,PF
Bryce Cotton,1554,nba,,True,,32.0,1992-08-11,FA,,2.0,,73,165,Providence,,PG
Chuma Okeke,2117,nba,,True,,26.0,1998-08-18,FA,,3.0,,79,229,Auburn,,PF
Jalen Harris,2148,nba,,True,,26.0,1998-08-14,FA,,1.0,,77,195,Nevada,,SG
Elias Harris,1224,nba,,True,,35.0,1989-07-06,FA,,1.0,,80,239,Gonzaga,,SF
Shaedon Sharpe,2476,nba,17.0,True,SG,21.0,2003-05-30,ACT,,2.0,1.0,77,205,Kentucky,POR,PG
Kyle Guy,2104,nba,,True,,27.0,1997-08-11,FA,,2.0,,73,167,Virginia,,SG
Bismack Biyombo,1154,nba,,True,,32.0,1992-08-28,FA,,12.0,,80,255,,,C
Alex Abrines,1740,nba,,True,,31.0,1993-08-01,FA,,2.0,,78,200,,,SG
Judah Mintz,2821,nba,,True,,21.0,2003-07-10,FA,,0.0,,76,185,Syracuse,,PG
Lance Jones,2816,nba,,True,,24.0,2000-10-22,FA,,0.0,,73,200,Purdue,,PG
Elliot Williams,1106,nba,,False,,35.0,1989-06-20,RET,,4.0,,77,183,Memphis,,SG
Jackson Rowe,2797,nba,,True,,27.0,1997-01-04,FA,,0.0,,79,210,Cal State Fullerton,,PF
James Southerland,1157,nba,,True,,34.0,1990-04-28,FA,,1.0,,80,215,Syracuse,,SF
Dirk Nowitzki,1400,nba,,False,,46.0,1978-06-19,RET,,21.0,,84,245,,,PF
Justin Wright-Foreman,2077,nba,,True,,27.0,1997-10-27,FA,,1.0,,72,190,Hofstra,,PG
Caleb Swanigan,1867,nba,,False,,27.0,1997-04-18,RET,,3.0,,81,260,Purdue,,PF
Terry Taylor,2321,nba,,True,,25.0,1999-09-23,FA,,2.0,,77,230,Austin Peay,,SF
T.J. Leaf,1765,nba,,True,,27.0,1997-04-30,FA,,4.0,,82,222,UCLA,,PF
Thomas Robinson,1441,nba,,True,,33.0,1991-03-17,FA,,5.0,,82,237,Kansas,,PF
Justin Minaya,2557,nba,10.0,True,PF,25.0,1999-03-26,TWO-WAY,,2.0,7.0,77,205,Providence,POR,SF
Joey Dorsey,1540,nba,,True,,40.0,1983-12-16,FA,,4.0,,81,275,Memphis,,PF
Vander Blue,1291,nba,,True,,32.0,1992-07-17,FA,,3.0,,76,200,Marquette,,SG
Ron Holland,2836,nba,0.0,True,SF,19.0,2005-07-07,ACT,,0.0,3.0,80,206,,DET,SF
Keon Ellis,2432,nba,23.0,True,SG,24.0,2000-01-08,ACT,,2.0,1.0,77,175,Alabama,SAC,SG
RJ Hampton,2186,nba,,True,,23.0,2001-02-07,TWO-WAY,,3.0,,76,175,,,PG
Carrick Felix,1040,nba,,False,,34.0,1990-08-17,RET,,1.0,,78,203,Arizona State,,SG
Andre Dawkins,1544,nba,,True,,33.0,1991-09-19,FA,,1.0,,77,219,Duke,,SG
Clint Capela,1541,nba,15.0,True,C,30.0,1994-05-18,ACT,,10.0,1.0,82,256,,ATL,C
Gorgui Dieng,1197,nba,,True,,34.0,1990-01-18,FA,,9.0,,82,265,Louisville,,C
Hasheem Thabeet,1438,nba,,True,,37.0,1987-02-16,FA,,5.0,,87,263,UConn,,C
Zach Lofton,1906,nba,,True,,32.0,1992-11-18,FA,,1.0,,76,180,New Mexico State,,SG
Sonny Weems,1599,nba,,True,,38.0,1986-07-08,FA,,4.0,,78,203,Arkansas,,SF
George Conditt,2653,nba,,True,,24.0,2000-08-22,FA,,1.0,,81,234,Iowa State,,PF
DeVaughn Akoon-Purcell,1990,nba,,True,,31.0,1993-06-05,FA,,1.0,,78,200,Illinois State,,SF
Micah Potter,2358,nba,25.0,True,PF,26.0,1998-04-06,TWO-WAY,,3.0,5.0,81,248,Wisconsin,UTA,PF
Azuolas Tubelis,2633,nba,,True,,22.0,2002-03-22,FA,,1.0,,83,245,Arizona,,PF
Nate Darling,2209,nba,,True,,26.0,1998-08-30,FA,,1.0,,77,200,Delaware,,SG
Dariq Whitehead,2570,nba,0.0,True,PF,20.0,2004-08-01,ACT,,1.0,8.0,78,220,Duke,BKN,PF
Gerald Green,1409,nba,,False,,38.0,1986-01-26,RET,,12.0,,78,205,,,SG
Mark Williams,2440,nba,5.0,True,C,22.0,2001-12-16,ACT,,2.0,2.0,84,240,Duke,CHA,C
Matthew Mayer,2666,nba,,True,,25.0,1999-09-23,FA,,1.0,,81,225,Illinois,,PF
Diamond Stone,1720,nba,,True,,27.0,1997-02-10,FA,,1.0,,83,255,Maryland,,C
Aaron Harrison,1608,nba,,True,,30.0,1994-10-28,FA,,3.0,,78,210,Kentucky,,SG
Trevor Keels,2459,nba,,True,,21.0,2003-08-26,FA,,1.0,,76,221,Duke,,PG
Maozinha Pereira,2707,nba,,True,,24.0,2000-08-28,FA,,2.0,,80,177,,,SF
Deron Williams,1174,nba,,False,,40.0,1984-06-26,RET,,12.0,,75,200,Illinois,,PG
Matt Costello,1829,nba,,True,,31.0,1993-08-05,FA,,1.0,,82,240,Michigan State,,C
Jalen McDaniels,2027,nba,,True,,26.0,1998-01-31,FA,,5.0,,81,205,San Diego State,,SF
Tres Tinkle,2228,nba,,True,,28.0,1996-06-03,FA,,1.0,,79,225,Oregon State,,SF
Henry Sims,1044,nba,,True,,34.0,1990-03-27,FA,,4.0,,82,248,Georgetown,,C
Thomas Bryant,1797,nba,31.0,True,C,27.0,1997-07-31,ACT,,7.0,4.0,82,248,Indiana,MIA,C
Kendall Marshall,1223,nba,,False,,33.0,1991-08-19,RET,,4.0,,76,195,North Carolina,,PG
Justise Winslow,1643,nba,,True,,28.0,1996-03-26,FA,,7.0,,78,222,Duke,,SF
Quinten Post,2747,nba,21.0,True,C,24.0,2000-03-21,TWO-WAY,,0.0,4.0,84,250,Boston College,GSW,PF
Nigel Williams-Goss,2076,nba,,True,,30.0,1994-09-16,FA,,1.0,,74,190,Gonzaga,,PG
Mustafa Shakur,1425,nba,,False,,40.0,1984-08-18,RET,,2.0,,76,195,Arizona,,PG
Jordan Miller,2610,nba,11.0,True,SF,24.0,2000-01-23,TWO-WAY,,1.0,3.0,77,194,Miami (FL),LAC,PG
Jon Teske,2239,nba,,True,,27.0,1997-05-04,FA,,1.0,,85,265,Michigan,,C
Robert Covington,1232,nba,,True,,33.0,1990-12-14,FA,,10.0,,79,209,Tennessee State,,PF
Jaden Shackelford,2539,nba,,True,,23.0,2001-02-14,FA,,1.0,,75,200,Alabama,,PG
Peyton Watson,2454,nba,8.0,True,PF,22.0,2002-09-11,ACT,,2.0,1.0,79,200,UCLA,DEN,SF
David Jones,2818,nba,18.0,True,SG,23.0,2001-11-24,TWO-WAY,,0.0,5.0,75,211,Memphis,UTA,PF
Mikal Bridges,1975,nba,25.0,True,SG,28.0,1996-08-30,ACT,,6.0,1.0,78,209,Villanova,NYK,SF
Keshawn Justice,2683,nba,,True,,25.0,1999-10-22,FA,,1.0,,79,225,Santa Clara,,PF
Travis Outlaw,1459,nba,,False,,40.0,1984-09-18,RET,,11.0,,81,207,,,SF
Edy Tavares,1627,nba,,True,,32.0,1992-03-22,FA,,2.0,,87,265,,,C
Jaden Ivey,2439,nba,23.0,True,SG,22.0,2002-02-13,ACT,,2.0,1.0,76,195,Purdue,DET,PG
Ryan Turell,2697,nba,,True,,25.0,1999-02-03,FA,,0.0,,79,190,,,PF
Jan Vesely,1127,nba,,True,,34.0,1990-04-24,FA,,3.0,,84,242,,,PF
Russ Smith,1530,nba,,True,,33.0,1991-04-19,FA,,2.0,,72,165,Louisville,,PG
Norvel Pelle,2018,nba,,True,,31.0,1993-02-03,FA,,1.0,,82,231,,,C
Yakuba Ouattara,1783,nba,,True,,32.0,1992-01-24,FA,,1.0,,76,220,,,SG
Pat Connaughton,1652,nba,24.0,True,PF,31.0,1993-01-06,ACT,,9.0,4.0,77,209,Notre Dame,MIL,SG
Myles Turner,1595,nba,33.0,True,C,28.0,1996-03-24,ACT,,9.0,1.0,83,250,Texas,IND,C
Francisco Garcia,1245,nba,,True,,43.0,1980-12-31,FA,,10.0,,79,215,Louisville,,SG
Duje Dukan,1656,nba,,True,,32.0,1991-12-04,FA,,1.0,,81,220,Wisconsin,,PF
Jaylen Wells,2753,nba,0.0,True,SF,21.0,2003-08-26,ACT,,0.0,1.0,79,206,Washington State,MEM,PF
Jason Smith,1267,nba,,True,,38.0,1986-03-02,FA,,11.0,,84,240,Colorado State,,PF
Ron Harper,2412,nba,,True,,24.0,2000-04-12,FA,,2.0,,76,233,Rutgers,,SF
